Q3A,Q5A,Q10A,Q13A,Q16A,Q17A,Q21A,Q24A,Q26A,Q31A,Q34A,Q37A,Q38A,Q42A,gender,country,education,age,religion,orientation,married,familysize
2,2,2,2,2,2,2,2,2,3,2,1,3,3,2,MY,3,21,6,1,1,2
1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,MY,3,25,10,4,1,4
2,2,2,2,1,4,2,1,3,1,3,3,2,2,2,MY,2,23,10,1,1,3
2,3,3,3,3,4,4,2,1,4,4,4,3,4,2,MY,4,26,10,1,1,4
3,4,3,3,4,4,3,4,3,4,4,2,3,3,2,MY,3,23,10,4,1,3
1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,MY,3,34,11,1,2,3
2,1,1,2,1,2,2,1,1,2,2,3,1,2,2,MY,3,22,8,1,1,2
3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,MY,3,23,10,1,1,4
3,2,2,2,2,2,1,3,2,2,3,2,1,2,2,MY,4,25,10,1,1,8
2,1,1,4,3,4,4,4,4,1,2,4,3,3,2,MY,2,27,8,5,2,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,DE,4,44,10,1,2,4
4,4,3,3,3,4,4,3,3,3,4,2,3,3,2,MY,3,30,10,3,2,4
2,3,2,3,3,2,2,4,4,3,2,2,1,2,2,MY,4,51,7,1,1,4
3,4,1,2,1,4,3,2,4,2,2,1,2,2,2,MY,3,25,10,1,2,3
2,3,2,4,4,3,3,2,3,2,3,2,2,2,1,MY,4,32,10,1,2,5
2,2,1,1,1,1,1,2,1,2,1,1,1,2,2,MY,3,22,10,1,1,6
2,1,2,2,2,1,2,2,1,1,1,2,2,1,2,MY,2,30,10,0,2,5
4,1,4,4,3,4,2,2,1,2,4,4,4,1,2,MY,3,28,10,1,2,4
2,2,4,1,2,2,2,2,2,2,2,2,1,2,2,MY,3,30,10,1,2,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,3,24,10,0,1,5
1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,MY,3,28,10,1,2,5
4,4,4,4,4,4,4,2,4,4,4,4,4,3,2,MY,4,23,4,2,1,4
1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,MY,3,33,3,1,1,3
4,3,3,4,3,4,3,4,4,3,4,3,4,3,1,MY,3,22,10,2,1,5
4,4,4,4,4,4,4,3,2,4,4,3,4,4,3,US,2,17,2,2,1,1
3,3,3,3,3,2,3,3,2,2,4,3,3,2,2,MY,2,26,10,1,3,3
2,2,2,3,4,3,3,3,2,3,2,2,2,3,2,MY,3,32,10,1,2,3
3,1,4,1,1,1,1,1,1,1,1,1,1,1,2,MY,4,31,4,1,2,3
4,2,2,4,4,2,3,3,4,4,1,1,3,2,2,MY,4,27,10,4,2,4
2,2,2,3,2,3,1,3,3,3,2,3,2,4,2,MY,3,31,10,1,2,2
4,3,4,4,3,3,4,4,4,3,2,4,4,4,2,MY,2,35,10,2,2,6
2,3,2,2,2,3,3,2,3,2,3,2,3,3,2,MY,4,30,3,1,2,2
1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,MY,3,28,10,1,2,4
1,1,1,4,1,4,4,1,4,1,1,1,4,1,2,MY,3,26,10,4,2,2
2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,JP,4,27,10,3,1,6
2,3,2,2,2,2,2,4,2,2,2,4,2,1,2,MY,3,29,10,1,1,2
2,2,3,4,2,3,2,2,2,2,4,3,4,1,2,MY,3,31,10,1,2,6
2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,MY,3,24,10,5,1,7
4,2,4,4,4,4,4,3,4,4,4,4,4,4,2,MY,3,35,10,1,2,4
4,4,2,4,2,4,4,4,3,4,4,2,4,3,1,MY,3,25,10,1,1,4
4,4,4,4,4,4,4,4,4,2,2,1,4,3,2,MY,2,30,10,1,3,3
3,1,4,3,3,4,3,1,4,1,3,4,4,1,2,MY,4,26,10,1,2,2
2,2,3,2,3,1,2,2,2,2,1,1,1,2,2,MY,3,34,10,5,1,3
1,1,2,2,1,1,1,2,2,3,2,1,2,2,2,MY,4,29,10,3,2,4
3,3,4,3,4,3,3,3,4,3,2,3,2,4,2,MY,2,40,10,5,2,3
2,2,2,3,2,4,3,2,2,2,3,2,2,2,2,MY,2,22,10,1,2,3
3,2,2,2,2,3,3,2,2,2,2,4,2,2,2,MY,2,22,10,1,1,3
1,2,1,2,3,2,1,3,1,1,1,1,1,1,1,NONE,3,20,8,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,MY,2,41,10,1,2,7
3,1,1,2,2,2,1,2,1,1,2,1,1,2,2,MY,4,39,10,1,2,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,4,29,10,1,2,5
3,4,4,4,3,3,4,4,4,4,3,3,4,3,1,AU,4,53,1,2,1,2
1,3,3,2,1,3,3,2,3,1,3,4,3,2,1,MY,3,28,10,5,2,3
3,4,3,4,3,4,3,2,4,3,4,3,3,3,2,MY,2,19,10,1,1,4
2,2,2,3,2,3,3,2,2,2,2,2,2,1,1,MY,2,16,4,1,1,5
1,1,1,2,2,1,1,1,2,1,1,1,1,2,2,NZ,3,28,10,1,2,8
2,3,2,3,2,2,2,2,2,2,2,2,1,2,2,MY,3,26,10,1,2,5
4,3,3,4,3,4,4,3,3,4,4,3,4,2,2,MY,3,28,10,0,1,6
2,2,3,3,3,2,3,2,2,2,3,3,3,4,2,MY,3,28,10,1,2,7
1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,MY,4,36,10,1,2,6
1,2,3,3,3,2,2,3,2,1,1,2,2,2,2,MY,3,26,10,1,1,7
2,2,2,2,4,2,2,4,1,4,2,2,3,2,2,MY,0,32,10,1,2,6
2,2,3,3,3,2,2,3,3,1,3,2,3,2,2,MY,4,32,10,4,2,8
1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,MY,3,33,10,5,2,6
2,1,3,3,3,3,3,2,3,3,3,3,3,2,2,MY,4,27,10,1,1,4
1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,MY,3,31,10,5,2,5
1,3,2,2,4,2,1,3,2,3,3,2,1,4,2,MY,4,27,10,5,2,4
2,3,1,2,2,1,2,3,2,2,2,1,2,2,2,MY,4,30,10,1,2,2
4,4,3,3,4,2,2,4,3,4,2,3,2,4,2,AL,3,22,12,1,1,2
3,3,3,2,2,3,1,2,2,2,3,1,3,3,2,US,1,16,4,1,1,2
2,2,3,3,3,3,3,2,2,2,4,2,3,3,2,MY,3,29,10,4,1,3
1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,MY,3,30,10,5,2,6
2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,MY,4,33,4,1,3,4
4,3,4,4,4,4,4,4,3,1,4,4,4,2,2,MY,2,25,0,0,0,0
1,2,1,2,2,4,2,2,2,1,3,2,2,3,2,MY,3,22,10,1,1,4
1,2,1,2,1,1,2,1,1,2,3,1,1,1,2,MY,2,20,10,1,1,7
2,3,3,2,4,3,3,3,3,3,3,3,2,2,2,MY,3,31,10,1,2,6
2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,MY,3,19,10,3,1,6
2,2,3,2,1,3,2,2,2,4,2,3,2,2,1,MY,3,28,10,1,2,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,3,24,10,1,1,7
4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,MY,4,23,10,1,1,4
2,1,1,1,2,1,1,2,2,1,2,2,1,2,2,MY,3,22,10,1,1,5
1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,MY,4,26,10,4,2,4
1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,MY,4,35,10,1,2,6
3,3,3,4,3,4,3,4,3,3,4,3,4,4,2,MY,3,20,10,1,1,5
2,2,2,2,3,1,2,2,2,2,1,2,2,4,2,MY,2,29,4,3,2,4
1,1,1,2,2,1,1,2,2,1,1,2,1,3,2,MY,4,30,10,1,2,4
1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,MY,4,23,10,1,1,5
2,3,1,3,1,3,2,2,2,2,3,2,1,2,2,HK,2,17,1,1,1,2
1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,MY,3,34,10,1,2,5
4,4,3,3,4,4,4,3,4,4,4,4,3,4,2,MY,3,35,10,0,2,3
2,2,1,1,2,1,1,2,1,2,1,2,1,2,1,MY,0,45,10,5,2,5
1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,MY,2,30,10,4,1,8
1,1,1,2,1,3,1,3,2,1,1,1,1,3,2,MY,4,31,10,1,2,6
1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,MY,3,36,10,3,2,3
2,2,3,4,4,3,3,4,4,4,4,4,2,2,2,BN,3,24,10,1,1,4
1,1,4,1,4,1,1,4,2,4,1,3,1,1,2,MY,4,40,10,1,2,3
1,2,2,1,1,2,1,2,1,1,1,2,1,1,2,MY,4,32,10,1,2,6
2,2,2,3,3,3,3,2,2,2,3,2,3,2,2,NONE,3,22,10,0,1,8
2,2,3,2,2,4,3,2,2,2,4,3,4,3,1,MY,4,26,4,1,1,1
1,2,2,3,2,2,2,3,2,2,2,2,2,2,2,MY,2,30,10,0,2,9
1,2,2,2,3,3,2,2,2,2,3,2,2,2,1,MY,0,33,10,1,2,3
1,1,2,3,3,1,1,2,2,1,1,1,1,2,2,MY,4,33,10,0,2,9
2,2,2,3,2,3,2,2,2,2,2,1,1,2,2,MY,3,43,10,1,2,4
3,1,4,4,4,3,3,4,1,4,3,3,2,4,2,MY,4,30,10,1,2,4
3,2,2,3,1,3,3,4,2,2,3,2,3,2,2,MY,4,27,10,1,1,6
3,2,4,4,3,3,3,2,4,3,4,3,4,3,2,MY,4,28,10,0,2,4
1,3,2,2,2,2,1,2,1,2,2,1,1,2,2,BN,2,28,10,0,2,0
3,3,3,4,2,3,3,2,2,3,3,3,3,2,2,MY,2,22,10,1,2,3
1,3,1,3,2,1,1,2,3,2,3,1,1,3,2,MY,3,27,6,1,2,4
1,1,1,1,2,1,1,2,2,3,1,1,1,2,2,MY,4,35,10,1,2,8
1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,BN,2,29,10,1,1,4
1,2,1,2,2,1,2,2,2,3,1,1,2,2,1,MY,3,23,10,1,1,4
2,1,1,1,2,1,1,3,3,2,1,1,1,1,2,MY,4,31,10,2,2,7
2,1,1,3,1,1,1,1,1,1,2,1,1,2,2,MY,3,28,10,1,2,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,4,32,10,0,2,5
2,3,4,1,2,4,1,3,2,3,2,3,1,4,2,MY,2,22,10,1,1,3
1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,MY,3,30,10,1,2,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,3,37,10,5,2,4
1,3,1,4,2,3,3,2,3,2,4,1,2,2,2,MY,3,23,10,1,1,1
3,4,3,3,3,3,3,2,3,3,4,3,2,3,2,MY,3,27,4,2,2,5
1,1,1,3,1,2,1,1,2,1,1,1,1,1,2,MY,4,33,10,1,2,4
1,2,1,2,1,1,1,2,3,2,1,1,2,3,2,MY,3,31,10,1,2,2
2,2,3,2,2,3,2,2,2,2,4,3,2,2,1,MY,4,26,10,5,2,3
2,2,2,4,4,4,2,2,2,2,2,2,2,4,2,MY,3,29,10,1,2,4
3,3,4,4,4,3,3,3,4,4,3,4,4,4,2,DE,2,30,2,2,2,2
2,2,3,2,3,2,3,2,1,2,3,2,2,2,2,MY,4,29,10,1,1,10
2,3,2,3,2,3,2,3,3,2,2,2,2,3,2,MY,3,35,10,1,2,5
2,1,2,2,2,1,1,2,2,2,1,1,1,2,2,MY,4,24,8,2,1,4
4,2,3,4,3,3,4,2,4,2,2,2,4,4,2,ID,3,38,8,0,2,3
1,1,1,1,2,2,2,2,1,3,2,1,2,1,2,MY,3,32,10,4,2,7
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MY,0,28,10,1,2,7
1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,MY,4,32,10,1,1,5
1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,MY,4,32,10,5,2,4
2,2,3,3,3,2,1,2,2,2,3,3,2,3,2,MY,4,37,10,1,2,4
4,2,4,2,4,2,2,4,1,4,2,1,1,2,2,MY,3,27,4,2,2,7
2,3,4,4,3,3,2,2,4,3,2,2,2,2,2,MY,3,22,6,1,1,3
2,2,3,2,3,2,1,3,1,4,3,1,2,2,2,MY,3,25,10,4,1,10
2,1,1,2,1,2,3,1,2,2,3,1,1,1,2,MY,4,29,10,1,2,5
3,3,3,3,4,4,3,3,4,3,4,4,4,3,2,MY,3,20,10,0,1,4
2,2,2,4,4,2,2,3,3,1,4,4,2,4,2,MY,3,22,10,4,1,5
1,1,2,2,1,2,1,2,2,2,2,1,1,3,2,MY,2,27,10,2,2,3
4,2,4,4,4,4,1,4,2,3,4,1,3,1,1,MY,4,24,7,5,1,4
3,2,2,4,3,4,3,2,4,2,3,3,4,2,2,MY,3,30,10,1,2,10
3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,MY,3,28,10,1,2,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,4,30,10,1,2,3
4,4,4,4,3,4,3,4,3,4,4,3,3,3,1,AU,2,44,3,1,3,2
3,3,4,4,3,3,3,4,4,2,3,4,3,3,2,MY,4,28,10,0,2,5
2,2,2,4,4,4,2,3,4,3,4,2,3,4,2,MY,2,30,10,1,2,3
2,2,3,2,2,2,2,3,2,2,3,2,1,3,2,MY,4,31,10,1,2,5
1,2,2,2,1,1,1,2,2,1,1,2,1,2,2,MY,4,32,10,3,2,4
1,2,1,1,1,2,1,1,2,1,1,1,1,3,2,MY,4,33,10,5,2,6
2,3,4,4,4,4,4,4,4,3,4,4,4,4,2,PH,3,26,7,3,1,5
2,2,2,4,3,4,3,3,2,2,4,3,3,2,2,SG,2,29,10,0,2,5
4,4,2,4,4,4,4,3,4,4,4,4,3,4,2,MY,4,26,10,2,1,3
1,2,1,1,1,1,1,2,1,1,1,2,1,2,2,MY,4,41,10,1,2,2
1,2,3,4,3,4,2,4,3,3,4,2,2,3,2,MY,3,25,10,1,2,6
2,3,3,3,2,3,3,1,3,1,3,1,4,2,2,MY,3,34,10,1,2,5
3,3,1,3,3,2,1,3,2,4,3,1,1,2,2,MY,3,32,10,1,2,3
2,4,4,4,4,3,4,4,4,3,4,4,4,4,2,MY,3,32,10,5,1,3
2,3,3,2,1,1,1,2,2,2,2,1,1,2,2,MY,3,30,12,3,2,5
2,3,3,4,2,2,2,2,2,2,2,3,3,2,2,MY,3,33,10,2,2,4
1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,MY,4,28,10,1,2,9
1,1,4,1,2,1,2,2,2,4,1,1,4,2,2,MY,2,22,8,2,1,5
1,3,1,4,2,3,3,2,2,2,3,2,1,2,2,MY,3,29,10,1,2,4
3,4,2,4,2,3,3,2,3,3,3,2,2,4,3,US,2,21,2,5,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,MY,4,28,10,2,2,4
2,1,1,2,1,2,1,1,2,1,2,1,1,2,2,MY,4,29,10,0,2,4
1,3,3,3,1,3,1,1,2,1,3,3,1,1,2,MY,4,34,10,1,2,3
4,3,3,4,4,4,3,4,4,3,4,2,4,4,2,MY,3,21,10,1,1,7
2,1,3,2,2,3,3,3,3,2,3,3,3,2,2,MY,2,21,4,1,1,3
1,2,3,3,3,3,3,3,3,3,3,4,1,3,2,MY,4,29,12,1,2,1
1,1,1,3,1,1,1,1,4,2,2,1,1,1,2,MY,2,29,10,5,2,9
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,SI,2,20,4,1,1,2
3,4,3,4,4,3,4,4,4,4,3,3,3,4,2,AL,4,30,10,1,1,3
3,3,3,3,4,2,1,3,4,3,3,3,1,3,2,MY,4,38,10,1,2,3
2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,GB,2,50,2,1,1,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,4,42,10,1,2,3
2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,MY,2,28,4,5,2,8
1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,MY,2,33,10,1,2,6
4,4,4,3,3,4,4,3,4,3,4,4,4,2,2,MY,2,27,10,1,1,2
3,3,4,4,3,3,3,4,3,3,3,4,3,3,2,MY,4,44,10,5,2,4
1,2,2,3,2,2,1,2,2,2,3,1,1,2,2,MY,3,28,10,1,2,2
2,3,2,4,3,4,4,4,4,3,4,4,3,2,2,MY,4,25,10,4,2,3
1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,NZ,2,42,3,1,2,1
1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,MY,4,25,10,0,1,0
3,3,3,2,3,3,3,3,3,2,3,3,3,4,2,GB,2,16,2,2,1,5
1,3,3,3,2,2,1,3,2,1,1,2,1,3,2,MY,3,33,10,1,2,3
2,2,2,3,4,2,1,3,2,2,2,2,2,2,2,MY,3,22,10,0,1,5
2,2,1,4,1,2,2,2,2,1,2,2,1,2,2,MY,3,27,10,1,2,8
1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,MY,3,31,10,1,2,2
3,1,1,1,1,2,1,2,1,1,1,1,1,2,1,MY,2,33,10,5,2,8
4,3,3,4,4,4,3,3,4,3,3,4,3,4,2,MY,3,26,10,1,1,1
2,4,1,2,3,2,2,2,2,2,2,2,1,2,2,MY,3,21,10,3,1,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MY,4,25,10,1,1,4
2,2,1,1,3,1,1,3,2,2,1,1,1,3,2,MY,4,29,10,1,1,5
1,1,2,2,1,1,1,2,1,1,1,1,2,2,1,MY,4,25,10,1,1,3
4,4,2,4,4,4,4,2,2,4,4,4,4,3,2,BN,3,34,10,1,2,3
4,3,3,3,3,3,2,2,3,4,2,2,3,2,2,MY,2,28,10,1,2,2
1,2,1,3,3,2,2,3,2,2,2,2,2,2,2,MY,4,40,4,5,2,4
2,2,1,3,2,2,2,3,2,2,2,1,1,2,2,MY,3,29,10,5,2,5
2,1,2,3,2,2,1,2,3,2,2,2,1,3,2,SG,3,29,10,1,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,4,37,3,1,2,4
2,3,3,2,2,3,3,3,2,2,2,3,2,3,2,US,2,21,7,1,1,2
2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,MY,3,49,10,0,2,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MY,4,55,8,2,2,10
3,3,1,2,1,1,1,1,3,1,3,1,1,3,2,MY,4,38,10,4,2,3
1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,MY,3,30,3,2,1,2
1,2,1,2,2,2,1,1,2,2,1,2,1,2,2,MY,0,27,10,2,2,5
2,2,2,4,3,2,2,2,4,2,3,3,1,3,2,MY,4,32,6,1,2,4
3,2,2,2,2,2,1,3,2,2,2,2,1,3,2,MY,4,33,10,1,1,6
1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,MY,0,27,10,1,2,6
1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,MY,4,30,6,1,2,5
2,2,3,2,2,2,2,3,2,3,2,2,3,3,2,MY,3,31,6,2,2,5
1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,MY,3,31,6,1,2,3
3,2,3,3,4,2,2,4,3,4,2,4,1,3,1,MY,3,34,10,1,2,3
2,3,2,3,2,2,1,4,3,4,3,3,1,3,2,MY,3,31,10,1,2,3
2,1,1,1,1,1,1,2,1,2,1,1,1,3,2,US,3,32,1,1,2,3
2,2,2,2,2,3,2,2,3,2,3,1,2,2,2,MY,4,34,8,5,1,3
3,2,2,4,3,2,2,3,3,2,3,3,2,3,2,MY,3,23,10,1,1,4
4,4,2,4,2,4,2,4,4,1,4,2,4,3,2,MY,4,25,10,5,1,3
1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,MY,3,31,4,1,1,6
1,1,2,2,1,1,1,1,2,2,4,2,1,1,2,MY,4,34,10,5,2,2
1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,MY,3,28,6,1,1,4
1,2,2,2,1,2,2,2,1,4,2,1,2,3,2,MY,2,30,4,5,2,3
2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,MY,3,24,10,0,1,9
2,2,1,1,2,2,1,1,2,1,2,1,1,2,2,MY,3,19,10,1,1,3
3,4,3,4,4,4,4,3,3,3,4,3,3,4,1,MY,4,28,10,1,2,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,4,27,10,0,2,1
4,2,2,4,3,4,3,2,2,2,3,2,2,3,2,MY,3,21,10,1,1,7
4,4,4,4,4,4,4,4,3,4,4,4,4,2,2,MY,3,26,10,1,1,7
2,1,3,2,2,1,1,1,1,2,1,4,1,1,2,US,0,13,2,1,1,3
3,3,4,2,3,4,3,3,2,4,4,3,4,3,3,CA,3,23,1,4,1,2
2,2,3,3,3,1,1,1,4,2,1,1,2,3,2,MY,4,32,10,1,2,3
1,2,2,2,2,1,1,2,2,1,1,3,1,3,2,MY,4,29,10,1,1,4
1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,MY,4,31,10,1,2,4
3,2,3,3,3,3,2,3,2,2,3,3,3,2,1,MY,2,40,10,0,2,2
2,3,2,4,2,2,1,2,4,2,3,2,2,2,2,MY,4,31,10,1,2,1
1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,MY,4,31,10,1,2,4
2,2,2,4,2,2,4,4,4,2,2,3,3,2,2,MY,4,29,10,0,2,7
3,2,1,3,3,2,1,2,3,2,3,1,1,3,2,MY,3,28,10,1,1,5
1,1,1,1,3,1,1,3,3,3,1,1,1,2,2,BN,3,34,10,1,1,7
4,3,3,4,3,4,1,1,4,2,4,2,3,4,2,MY,4,20,7,2,1,6
1,2,1,2,1,1,1,1,2,1,1,1,1,2,2,US,2,27,12,2,1,2
1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,PH,2,18,7,1,1,3
1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,MY,2,29,10,1,2,4
4,4,3,2,4,4,4,4,4,4,4,4,4,4,2,MY,3,26,10,2,1,3
2,2,2,3,3,2,2,3,2,2,2,3,2,2,2,BN,3,29,10,0,2,8
1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,MY,2,31,7,0,2,4
3,3,3,4,4,3,2,3,3,4,2,2,1,4,2,MY,4,32,3,1,1,2
1,2,4,2,2,3,3,4,2,3,2,2,2,2,1,MY,3,23,10,1,1,5
2,2,4,3,2,3,1,3,3,2,3,1,2,2,2,MY,3,25,10,1,2,5
3,4,2,4,4,2,1,3,4,2,2,3,1,3,2,MY,4,35,10,0,2,4
1,2,2,1,1,1,1,1,1,2,1,3,2,1,2,MY,3,35,10,1,1,5
1,1,2,4,2,1,1,2,3,1,2,2,1,2,2,MY,3,31,10,1,2,7
2,4,2,4,3,2,2,3,2,2,3,2,1,1,2,MY,4,28,10,1,2,7
4,2,2,4,4,4,2,4,2,2,4,2,4,2,2,MY,2,20,10,0,1,8
2,1,1,2,1,1,1,1,2,2,1,1,1,1,2,MY,3,22,10,3,1,5
2,4,3,3,3,3,2,4,2,3,2,4,2,3,2,MY,2,18,10,1,1,7
2,3,4,4,4,4,4,3,4,2,4,4,4,3,1,BG,2,16,12,3,1,2
2,2,2,2,4,4,2,2,2,2,4,1,3,2,2,MY,3,21,10,1,1,5
2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,MY,3,24,10,4,1,4
3,2,3,4,3,4,3,2,1,2,3,2,3,3,2,MY,3,31,10,1,2,6
2,2,4,3,2,1,2,4,3,4,1,4,2,4,1,MY,2,28,10,1,1,3
1,3,1,1,2,2,1,1,1,1,1,1,1,2,2,MY,4,26,10,5,1,3
2,3,2,2,3,2,4,2,3,2,2,2,3,2,2,MY,3,26,10,1,2,6
1,1,3,4,2,1,2,2,1,4,1,1,2,3,2,MY,4,30,10,1,2,4
1,2,1,1,2,1,1,2,1,2,1,1,1,3,2,MY,4,26,10,1,1,9
3,4,4,4,4,4,4,4,4,3,4,4,4,4,2,MY,3,24,10,2,2,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,3,20,10,1,1,4
1,4,4,3,3,4,3,1,1,4,1,1,4,4,1,MY,2,17,10,0,1,0
2,2,3,2,3,3,2,3,3,3,2,1,3,2,2,MY,2,20,8,0,1,2
2,1,1,1,1,2,1,1,4,2,2,1,1,2,1,MY,4,31,10,3,1,5
2,3,3,3,4,4,2,2,4,2,4,2,2,2,2,MY,4,32,10,0,2,10
2,4,3,4,4,4,2,4,4,4,4,3,3,4,2,MY,3,21,10,4,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,2,18,10,1,1,5
3,1,3,1,4,1,1,2,1,2,1,1,1,1,2,MY,4,40,10,1,2,3
2,4,3,4,4,4,4,4,4,3,4,3,4,3,2,MY,2,17,10,1,1,5
1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,MY,2,45,10,1,2,4
2,1,4,4,3,4,3,2,3,2,4,4,4,2,2,MY,4,36,10,3,2,5
4,2,3,2,3,1,2,1,1,2,2,3,2,3,2,PH,3,18,4,1,1,0
2,2,2,2,2,2,2,3,3,2,3,3,1,2,1,MY,3,20,10,2,1,5
3,2,4,4,4,4,4,4,3,4,4,4,4,3,2,MY,3,22,10,1,1,11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MY,4,24,10,4,1,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,3,26,10,1,1,5
2,2,3,2,3,3,4,2,2,4,2,4,4,3,2,US,1,16,7,5,1,3
1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,MY,4,28,10,1,2,3
2,3,2,2,2,3,2,4,2,3,3,2,2,3,2,MY,2,18,10,1,1,5
1,2,3,3,4,4,3,3,2,2,3,3,4,3,2,CH,2,20,4,2,1,1
2,2,2,3,2,2,2,2,2,2,1,2,2,2,1,MY,3,21,4,0,1,4
3,4,4,4,3,4,4,3,4,4,4,4,4,4,2,MY,2,18,10,5,1,2
3,4,4,4,2,3,2,3,4,4,4,3,3,4,2,ID,3,24,8,1,1,10
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,4,26,10,1,2,6
2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,MY,3,29,10,5,2,3
2,3,2,3,3,2,2,2,2,2,3,2,2,3,2,MY,4,29,10,1,2,4
2,3,2,2,2,3,2,2,2,2,3,1,3,3,2,MY,2,18,10,1,1,5
1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,MY,2,18,10,1,1,3
2,1,2,1,2,1,1,2,2,1,1,2,1,1,2,MY,3,32,4,1,2,3
2,3,2,3,2,3,3,2,4,2,3,2,2,2,2,MY,3,22,10,1,1,4
1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,MY,3,28,10,2,2,4
4,4,4,4,4,4,4,4,3,2,4,4,4,4,2,MY,3,18,10,5,1,4
4,1,4,4,3,2,4,4,4,4,1,4,4,2,2,MY,4,23,8,4,1,3
1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,MY,2,30,10,1,2,0
2,3,4,4,2,3,2,2,1,3,4,2,4,4,2,MY,2,18,10,0,1,2
3,1,2,4,1,3,2,1,3,3,3,3,4,3,2,BN,2,28,10,2,2,2
2,4,1,4,4,1,1,4,4,2,1,1,1,2,2,MY,3,25,10,2,2,5
2,1,1,1,2,1,1,2,1,2,1,1,1,2,2,MY,4,52,10,1,2,5
4,2,4,3,4,4,3,3,3,2,3,3,3,2,2,MY,2,23,10,5,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,4,26,10,2,2,5
